#location service enabled;location service intializing;location updated;userheading updated;location provider;location provider class;time device [utc];time location [utc];latitude;longitude;accuracy [m];user heading [�];device orientation [�];speed [km/h];has gps fix;satellites used;satellites in view
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163953.720;20180524-163955.000;33.647084;-117.842162;5;354.3;43.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163954.220;20180524-163955.000;33.647084;-117.842162;5;354.3;14.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163954.720;20180524-163956.000;33.647084;-117.842162;5;331.3;23.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163955.223;20180524-163956.000;33.647084;-117.842162;5;331.3;22.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163955.724;20180524-163957.000;33.647084;-117.842162;4;324.7;32.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163956.223;20180524-163957.000;33.647084;-117.842162;4;324.7;39.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163956.721;20180524-163958.000;33.647084;-117.842162;4;335.8;32.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163957.227;20180524-163958.000;33.647084;-117.842162;4;335.8;7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163957.724;20180524-163959.000;33.647084;-117.842162;4;353.1;25.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163958.229;20180524-163959.000;33.647084;-117.842162;4;353.1;347.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163958.726;20180524-164000.000;33.647084;-117.842162;4;4.1;25.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-163959.229;20180524-164000.000;33.647084;-117.842162;4;4.1;10.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-163959.730;20180524-164001.000;33.647084;-117.842162;9;9.8;20.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164000.235;20180524-164001.000;33.647084;-117.842162;9;9.8;353.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164000.749;20180524-164002.000;33.647084;-117.842162;9;15.2;21.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164001.250;20180524-164002.000;33.647084;-117.842162;9;15.2;318.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164001.748;20180524-164003.000;33.647084;-117.842162;9;11;20.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164002.249;20180524-164003.000;33.647084;-117.842162;9;11;326.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164002.750;20180524-164004.000;33.647084;-117.842162;9;3.2;25.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164003.254;20180524-164004.000;33.647084;-117.842162;9;3.2;355.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164003.755;20180524-164005.000;33.647084;-117.842162;9;355.7;33.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164004.254;20180524-164005.000;33.647084;-117.842162;9;355.7;335.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164004.756;20180524-164006.000;33.647084;-117.842162;9;357.5;22.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164005.259;20180524-164006.000;33.647084;-117.842162;9;357.5;343.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164005.758;20180524-164007.000;33.647084;-117.842162;9;0.4;26.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164006.261;20180524-164007.000;33.647084;-117.842162;9;0.4;357.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164006.759;20180524-164008.000;33.647084;-117.842162;9;2.8;19.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164007.264;20180524-164008.000;33.647084;-117.842162;9;2.8;359.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164007.761;20180524-164009.000;33.647084;-117.842162;9;5.6;33.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164008.262;20180524-164009.000;33.647084;-117.842162;9;5.6;4.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164008.763;20180524-164010.000;33.647084;-117.842162;9;1.9;14.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164009.245;20180524-164010.000;33.647084;-117.842162;9;1.9;13.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164009.747;20180524-164011.000;33.647084;-117.842162;3;9.6;19.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164010.248;20180524-164011.000;33.647084;-117.842162;3;9.6;9.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164010.750;20180524-164012.000;33.647084;-117.842162;3;22.1;6.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164011.268;20180524-164012.000;33.647084;-117.842162;3;22.1;23.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164011.768;20180524-164013.000;33.647084;-117.842162;3;30;11;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164012.271;20180524-164013.000;33.647084;-117.842162;3;30;13.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164012.774;20180524-164014.000;33.647084;-117.842162;3;39.8;19.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164013.272;20180524-164014.000;33.647084;-117.842162;3;39.8;20.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164013.772;20180524-164015.000;33.647084;-117.842162;3;45.4;6.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164014.272;20180524-164015.000;33.647084;-117.842162;3;45.4;5.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164014.774;20180524-164016.000;33.647084;-117.842162;3;41.2;324.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164015.274;20180524-164016.000;33.647084;-117.842162;3;41.2;358.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164015.775;20180524-164017.000;33.647084;-117.842162;3;42.8;356;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164016.260;20180524-164017.000;33.647084;-117.842162;3;42.8;30.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164016.777;20180524-164018.000;33.647084;-117.842162;3;43.5;343.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164017.277;20180524-164018.000;33.647084;-117.842162;3;43.5;17.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164017.777;20180524-164019.000;33.647084;-117.842162;3;42.2;320.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164018.278;20180524-164019.000;33.647084;-117.842162;3;42.2;5.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164018.763;20180524-164020.000;33.647084;-117.842162;3;48.9;338.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164019.264;20180524-164020.000;33.647084;-117.842162;3;48.9;37;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164019.765;20180524-164021.000;33.647084;-117.842162;3;48.5;12.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164020.271;20180524-164021.000;33.647084;-117.842162;3;48.5;36.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164020.781;20180524-164022.000;33.647084;-117.842162;3;48.5;349;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164021.282;20180524-164022.000;33.647084;-117.842162;3;48.5;30.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164021.783;20180524-164023.000;33.647084;-117.842162;3;47.8;17.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164022.287;20180524-164023.000;33.647084;-117.842162;3;47.8;39;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164022.788;20180524-164024.000;33.647084;-117.842162;3;41.7;11.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164023.291;20180524-164024.000;33.647084;-117.842162;3;41.7;15.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164023.793;20180524-164025.000;33.647084;-117.842162;3;35.1;1.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164024.288;20180524-164025.000;33.647084;-117.842162;3;35.1;1.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164024.791;20180524-164026.000;33.647084;-117.842162;3;24.5;355.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164025.289;20180524-164026.000;33.647084;-117.842162;3;24.5;347.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164025.792;20180524-164027.000;33.647084;-117.842162;3;19;24.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164026.291;20180524-164027.000;33.647084;-117.842162;3;19;6.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164026.795;20180524-164028.000;33.647084;-117.842162;3;19.7;13.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164027.278;20180524-164028.000;33.647084;-117.842162;3;19.7;30.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164027.779;20180524-164029.000;33.647084;-117.842162;3;16.7;345.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164028.278;20180524-164029.000;33.647084;-117.842162;3;16.7;26.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164028.780;20180524-164030.000;33.647084;-117.842162;3;16.7;11.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164029.281;20180524-164030.000;33.647084;-117.842162;3;16.7;354.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;TRUE;TRUE;unity;DeviceLocationProvider;20180524-164029.780;20180524-164031.000;33.647084;-117.842162;3;12.1;355;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
TRUE;FALSE;FALSE;TRUE;unity;DeviceLocationProvider;20180524-164030.278;20180524-164031.000;33.647084;-117.842162;3;12.1;4.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
